;distance_from_home;distance_from_last_transaction;ratio_to_median_purchase_price;repeat_retailer;used_chip;used_pin_number;online_order;fraud
404132;11.4618145588919;0.5519746147128128;1.2823921055515142;1.0;0.0;0.0;0.0;0.0
277815;116.00439324866282;1.6312507691200933;0.5414321005312184;1.0;1.0;0.0;1.0;0.0
264947;1.8139077958366387;0.0222470353803927;3.748160744435983;0.0;0.0;0.0;1.0;0.0
186905;2.176686582344733;6.777497940965357;1.777626531122014;1.0;0.0;0.0;1.0;0.0
24282;4.276766623344438;4.958873302742811;0.9719510446473963;1.0;0.0;0.0;1.0;0.0
775374;4.534736376165261;1.2825684395534922;5.021246583452827;1.0;0.0;0.0;0.0;0.0
453070;80.54497910650004;0.0867450637191054;0.9885941413273344;1.0;0.0;0.0;0.0;0.0
479557;2.935736342004016;0.0028063711714395;0.8795859884131385;1.0;0.0;0.0;1.0;0.0
390807;7.871520283996399;0.5428903316457012;0.2261420339527624;1.0;0.0;0.0;0.0;0.0
98173;6.2276084735580834;1.7482153231662554;3.403345319818295;1.0;1.0;0.0;0.0;0.0
908355;7.703036179681051;3.3705056127714657;0.2692924270973;1.0;0.0;0.0;1.0;0.0
321839;7.550279103034882;0.5037122429256327;1.1363772307846864;1.0;0.0;1.0;0.0;0.0
831871;1.4772367101622357;0.029061552392462;1.937568140236348;0.0;0.0;0.0;1.0;0.0
179201;17.185441331959794;0.4855654816111792;0.1900349797232151;1.0;0.0;0.0;1.0;0.0
176260;13.574940282263718;0.7363642286644266;1.625507178163651;1.0;0.0;0.0;1.0;0.0
514909;7.576167561038554;5.4074036913079935;0.7729438873815074;1.0;0.0;0.0;1.0;0.0
139347;23.86181843763467;0.1567090295822325;0.3686619281860547;1.0;0.0;1.0;1.0;0.0
150154;2.201669304780892;0.6311555879496836;0.5118572943987392;1.0;1.0;0.0;1.0;0.0
885482;0.4759208311222735;3.9853625208847054;0.9564466310417994;0.0;1.0;0.0;1.0;0.0
655883;3.290975061922285;0.7738515014700673;0.3942036339553542;1.0;0.0;0.0;0.0;0.0
830160;0.7343314277040811;2.630444436950925;9.421851938407167;0.0;0.0;0.0;1.0;1.0
885104;1.266743346053949;1.6704997275129592;21.66949038413345;0.0;1.0;1.0;1.0;0.0
412690;15.566490373984283;4.096818839360555;1.5435291196114007;1.0;0.0;0.0;0.0;0.0
594338;7.762211727304264;19.417213271625585;0.8601650798904086;1.0;1.0;0.0;1.0;0.0
465553;10.59751818835076;0.3003322350493405;9.28764107461198;1.0;1.0;0.0;0.0;0.0
713409;2.531473324002943;1.565587497869276;0.9785734886680122;1.0;0.0;0.0;1.0;0.0
808667;16.839745132400818;0.500837463744127;0.6750230977002666;1.0;0.0;0.0;0.0;0.0
426409;29.03347312707352;1.2049579402879582;2.000109404821267;1.0;1.0;0.0;1.0;0.0
991162;20.396817101102155;2.377782479189193;0.7154861503539631;1.0;0.0;0.0;0.0;0.0
760173;1.6645406230490336;0.9043061409350092;1.687546512768468;0.0;0.0;0.0;0.0;0.0
874407;4.890577622345562;2.721567557415272;2.9105530253478027;1.0;1.0;1.0;1.0;0.0
475867;30.409016045758648;1.786230701662581;0.4100903683964793;1.0;0.0;0.0;0.0;0.0
125623;12.825396776824286;11.954481641333055;1.035059995100413;1.0;1.0;1.0;0.0;0.0
840874;1.0883326675377785;0.0045198588493907;1.107309183855925;0.0;0.0;1.0;1.0;0.0
604227;3.653828068628618;2.8095205184589744;1.3505913765580146;1.0;0.0;1.0;1.0;0.0
390554;6.310138364533457;4.367768245901663;1.3607791718090003;1.0;0.0;0.0;0.0;0.0
340533;5.812266124425579;0.8866421470339536;2.224632470699281;1.0;0.0;1.0;1.0;0.0
540316;104.14820676822454;0.0662718266964306;1.347879387459658;1.0;0.0;0.0;1.0;1.0
294531;16.71997034772573;6.988758570035629;7.713366502912004;1.0;0.0;0.0;1.0;1.0
798252;16.102583838763124;4.938623443207213;0.7939808393078791;1.0;0.0;1.0;1.0;0.0
590565;4.151063681648993;0.1254294040249245;0.2491468896306646;1.0;1.0;0.0;1.0;0.0
454127;13.507984504051343;0.9844675432555826;0.8327108250829997;1.0;0.0;0.0;1.0;0.0
983162;0.6205751167924044;0.0492521543811057;0.0432583270643746;0.0;0.0;0.0;1.0;0.0
245645;3.298496065486277;0.3089975196532916;5.698673234076134;1.0;0.0;0.0;1.0;1.0
586797;2.62661890069792;2.556119214636074;3.100924377526924;1.0;1.0;0.0;1.0;0.0
510839;9.79161689214733;0.6701309495998988;1.7304137490797165;1.0;0.0;0.0;0.0;0.0
329685;9.055834190369335;0.9155115724272008;0.0480456092583526;1.0;0.0;0.0;1.0;0.0
119638;1.606329697728884;2.516705271903248;0.9194988933405251;0.0;0.0;0.0;1.0;0.0
697150;3.0778322765855317;2.4273407949127264;0.2547453258136785;1.0;1.0;0.0;1.0;0.0
495759;23.862278592188435;0.1275917866617855;5.801832197109632;1.0;0.0;0.0;1.0;1.0
198888;4.250973815281301;0.5411885044889343;0.3111632332845709;1.0;1.0;1.0;1.0;0.0
578349;0.9832871024041387;0.4739883498237534;0.1606908449039431;0.0;0.0;0.0;0.0;0.0
339568;4.1125667385505125;4.516202125678215;0.4895153992297775;1.0;0.0;0.0;0.0;0.0
898380;4.716239534288746;0.0587821292206326;2.397996926644268;1.0;1.0;0.0;0.0;0.0
959803;14.756508164735244;1.1175935169391225;1.0175010146115155;1.0;0.0;0.0;0.0;0.0
835341;98.28829520143113;0.5177213588551429;0.8149900425219997;1.0;1.0;0.0;1.0;0.0
607072;2.9653447594343967;0.4224492154999387;2.3910264609584866;1.0;0.0;1.0;1.0;0.0
75688;4.1412741783301215;0.914446763851322;1.400194362110448;1.0;0.0;0.0;1.0;0.0
776036;9.444677910751336;0.6373434334309935;0.9899838786044558;1.0;0.0;0.0;1.0;0.0
787777;4.313105843987724;0.5110052752858347;1.7595888806354312;1.0;1.0;0.0;1.0;0.0
502540;4.122854493136371;0.0644194082176294;2.190557893653393;1.0;0.0;1.0;1.0;0.0
237744;222.2553384271357;0.4092987948627063;0.6235732029294483;1.0;0.0;0.0;0.0;0.0
611245;20.401407871307736;0.0936118643447003;0.8432477003719537;1.0;0.0;0.0;1.0;0.0
350628;38.74532689673309;2.6189308099882167;0.4313568466707513;1.0;0.0;0.0;1.0;0.0
48879;18.27950581820528;0.5360643444702715;1.3666759461284437;1.0;0.0;0.0;0.0;0.0
333339;17.443799293963465;0.8417716675027692;1.3807516656233492;1.0;0.0;0.0;1.0;0.0
372371;11.921815452234794;0.6444406144463474;2.026887382043565;1.0;0.0;0.0;1.0;0.0
456886;69.59477680802351;0.3478852266925754;0.5203009817046715;1.0;0.0;0.0;1.0;0.0
970867;7.638084939746553;0.1637494706775535;0.6489693231646445;1.0;0.0;1.0;1.0;0.0
90211;6.161911046024429;5.960587374825374;0.2604088006692507;1.0;1.0;0.0;0.0;0.0
670892;1.7269288477251306;1.378007785204682;0.4602018343654895;0.0;0.0;0.0;1.0;0.0
20064;22.021262939184872;5.316706321643526;0.1825978756126415;1.0;0.0;0.0;1.0;0.0
320670;7.638166243841956;1.713511737806045;0.1901020656854572;1.0;1.0;0.0;0.0;0.0
338076;26.877603568892937;1.3249364052476618;5.811567874433559;1.0;0.0;0.0;0.0;0.0
240540;66.78269681266136;0.1523996878446613;1.5470907200805213;1.0;0.0;0.0;0.0;0.0
549784;33.61566135827395;5.81865956866896;3.888567208008298;1.0;0.0;0.0;1.0;0.0
261176;68.00883560731609;12.12391684793102;0.1878993229583082;1.0;0.0;0.0;1.0;0.0
68479;5.998351908023692;1.5625256548772626;0.0350198360823536;1.0;1.0;0.0;0.0;0.0
676676;30.332887591459038;0.6478083549432297;7.352307651667376;1.0;0.0;0.0;1.0;1.0
466169;64.3845223297221;16.12657552345249;2.2740643487347625;1.0;1.0;0.0;1.0;0.0
180588;11.05508972452294;9.145753794251515;0.4142068077550092;1.0;0.0;0.0;0.0;0.0
419067;4.052475079421308;0.7520073967586663;0.5000440544579909;1.0;1.0;0.0;1.0;0.0
820012;3.352805762999508;0.0294206094758875;1.74258370977662;1.0;0.0;0.0;1.0;0.0
281161;231.3517117701252;0.3021818439412719;0.6176024094006176;1.0;0.0;0.0;0.0;0.0
695669;14.61616700190418;65.2604208237186;0.8867978668411693;1.0;0.0;0.0;0.0;0.0
341629;0.6851029225115612;0.158692736410762;0.9554664479143108;0.0;0.0;0.0;1.0;0.0
885276;4.296179525802314;0.0528129525585583;1.1289212049395176;1.0;1.0;0.0;1.0;0.0
719599;77.32175190818496;1.5423628684033643;0.9564607652090624;1.0;0.0;0.0;1.0;0.0
825442;1.1265784822031693;0.0970843728599091;0.3377198303386165;0.0;0.0;1.0;0.0;0.0
395826;2.7643356568423187;1.0485975119166868;1.2299487732359482;1.0;0.0;1.0;0.0;0.0
756484;5.601339005493258;0.7466161972543762;0.6548608563347844;1.0;0.0;1.0;0.0;0.0
496044;60.05973464764462;21.47447539233894;0.5142385316061052;1.0;0.0;0.0;1.0;0.0
125431;12.046182447503764;2.02323383507036;0.0258252824447876;1.0;0.0;0.0;1.0;0.0
188052;44.78652904197286;0.1915407955108972;1.2722668759276932;1.0;0.0;0.0;1.0;0.0
11039;98.16596356005164;2.850873403461648;3.84176412903354;1.0;1.0;1.0;1.0;0.0
816318;7.547233293833276;0.545101909433175;1.2264772729483562;1.0;0.0;0.0;1.0;0.0
955754;2.1372016508874814;1.1426321195346598;0.1446360446189586;1.0;0.0;0.0;1.0;0.0
946492;7.733534744958641;2.198285420150753;1.9773879611580625;1.0;0.0;0.0;1.0;0.0
96118;33.167951341818124;1.7093437916840324;0.9345458058060216;1.0;0.0;0.0;1.0;0.0
848365;37.15760239771412;2.2988509333084166;0.5760347112549351;1.0;0.0;0.0;1.0;0.0
551925;2.756591198630995;0.7156254673690571;0.9878582897986066;1.0;0.0;0.0;1.0;0.0
993570;57.85473575243992;0.8481874896138071;2.576074788183613;1.0;0.0;0.0;1.0;0.0
630957;73.12941564154434;0.4497033437710767;1.4450563078299563;1.0;0.0;0.0;1.0;0.0
777058;6.472311078339994;0.5060915808885931;0.3249227071979932;1.0;0.0;0.0;1.0;0.0
773132;9.043374978268378;0.2499865765662853;0.4166803091192449;1.0;0.0;0.0;1.0;0.0
303355;9.438572500537504;0.4644736999963401;1.3506125132859876;1.0;0.0;0.0;1.0;0.0
718052;22.06307591317321;0.0961415401526789;0.9357000451588122;1.0;0.0;1.0;0.0;0.0
731700;0.9446435697730854;2.714166691364191;1.1163171722649892;0.0;0.0;0.0;1.0;0.0
265798;7.757198388339438;0.1414719191522915;0.2108784118743881;1.0;0.0;0.0;1.0;0.0
79764;2.5045601619951627;0.1049142280106456;5.201558360979666;1.0;1.0;0.0;0.0;0.0
182856;5.329374902389992;1.467269631841995;0.3616679702666596;1.0;0.0;0.0;1.0;0.0
82525;2.4127996990214995;2.946890630225761;0.4393149767949014;1.0;0.0;0.0;0.0;0.0
875187;1.6190477647778427;2.16006813657873;1.2790539718233769;0.0;1.0;1.0;1.0;0.0
210033;5.478504914400929;7.823222657622327;0.7974746450961342;1.0;0.0;0.0;0.0;0.0
364479;10.89708969568436;0.0313696123538515;2.163788954494525;1.0;0.0;0.0;1.0;0.0
173899;5.491932475766809;52.34331533628184;0.5528855316839258;1.0;0.0;1.0;1.0;0.0
884172;0.246683612315303;0.1882619919807892;0.5964408114462544;0.0;0.0;0.0;1.0;0.0
274082;4.542881734647979;2.5692176425850666;10.499405841662092;1.0;0.0;1.0;0.0;0.0
67161;55.18085322212904;0.6256582949892566;2.782092305670764;1.0;1.0;0.0;1.0;0.0
497837;7.747262118823743;12.15096113533595;2.02598490126388;1.0;0.0;0.0;0.0;0.0
209748;79.03369097455258;15.495850972469436;1.6596693951163224;1.0;1.0;0.0;0.0;0.0
684957;114.06530909776777;9.536280573479209;1.3319941668304018;1.0;1.0;0.0;1.0;0.0
529413;42.77361488393155;3.486975840625198;0.9949642974172476;1.0;1.0;1.0;1.0;0.0
539738;4.200703184430904;0.3963759324892667;9.130645631853596;1.0;1.0;0.0;1.0;1.0
189630;93.74855355299496;2.325223256662749;2.020772366891457;1.0;1.0;1.0;1.0;0.0
635832;4.279871819341883;5.738130849196551;0.8386220396015135;1.0;0.0;0.0;0.0;0.0
308311;56.50115288173079;2.4685709116234484;0.3679662306218151;1.0;0.0;0.0;1.0;0.0
623336;4.878345073402756;5.941143939402997;4.925565324654024;1.0;0.0;0.0;0.0;0.0
55247;7.662255008986317;0.5855621629610184;0.532427649726819;1.0;0.0;0.0;1.0;0.0
335764;6.836781934400967;0.1504732132655808;2.399372447855874;1.0;0.0;0.0;1.0;0.0
424160;0.8378008395100485;3.0035628945279167;1.2253614127067778;0.0;0.0;0.0;0.0;0.0
315793;12.977272326939858;0.2282763995798038;0.9345305444252368;1.0;1.0;0.0;1.0;0.0
640585;96.16904810907526;0.7345090587961768;0.4203978994251842;1.0;0.0;0.0;1.0;0.0
704534;4.126000237892072;2.739376443319958;8.559788529974629;1.0;0.0;0.0;0.0;0.0
728800;1.3395033754562595;39.5122608174188;0.3341371001974654;0.0;1.0;0.0;1.0;0.0
315233;20.16692037549083;0.321245617006161;3.5804028715404908;1.0;1.0;0.0;1.0;0.0
657074;6.211568517677831;0.8076665187711176;0.5711226040842965;1.0;0.0;0.0;1.0;0.0
93572;12.520589572513783;16.420690892327425;0.5439747990341419;1.0;1.0;1.0;0.0;0.0
831239;3.6033399166574034;0.3172424923269102;0.1745185960189586;1.0;1.0;0.0;0.0;0.0
259268;116.89844220976389;3.7700731891299726;1.905832152196753;1.0;1.0;0.0;1.0;0.0
60641;13.69052773362127;0.2533825672737197;1.7597998028302415;1.0;0.0;0.0;1.0;0.0
641700;19.970702537268345;0.3568108583566224;4.540533215978671;1.0;1.0;0.0;0.0;0.0
117186;133.7798387146898;20.75357845523227;0.943996460162038;1.0;0.0;0.0;1.0;1.0
32416;68.6320656466532;2.4501151739355884;0.6764235106633659;1.0;0.0;0.0;0.0;0.0
543054;20.010581196049408;1.3688062373102172;0.9346362815921364;1.0;0.0;0.0;1.0;0.0
637689;1.160522889290543;0.198744785609732;3.522923803848312;0.0;1.0;0.0;0.0;0.0
738630;5.51457621441233;1.5635065717709324;1.7217676127210744;1.0;0.0;0.0;1.0;0.0
343104;3.363885901831012;1.1223023913921468;3.482624757522887;1.0;1.0;0.0;0.0;0.0
143822;40.1715211446467;0.3569065045377266;0.8838840997540434;1.0;0.0;0.0;1.0;0.0
780703;68.87858266051447;0.2218273334594582;0.4183588381052429;1.0;0.0;1.0;0.0;0.0
639646;1.5413910170865457;9.03219269185718;1.868669808653603;0.0;0.0;1.0;0.0;0.0
234344;29.06604989856396;24.748592373697;0.6341185759248151;1.0;0.0;0.0;1.0;0.0
502822;18.64907836819768;0.2857881219185216;1.8983985813369144;1.0;0.0;0.0;1.0;0.0
88195;3.358074271194692;0.1802906999191307;1.0522675040670246;1.0;1.0;0.0;1.0;0.0
651212;16.866226307722304;1.6907866949448596;2.454165019428462;1.0;1.0;0.0;1.0;0.0
321251;41.55346659700301;0.5302312920240485;3.3895922944955097;1.0;1.0;0.0;0.0;0.0
621400;0.9822331884823844;1.1712925010631965;0.3426807686507891;0.0;0.0;0.0;1.0;0.0
469375;9.870102346395486;3.353161555393901;0.9614190316789968;1.0;0.0;0.0;1.0;0.0
256118;11.209037290427071;0.5341512707543482;6.199718331179876;1.0;0.0;0.0;1.0;1.0
865668;3.6106178517960816;0.1406752050347699;3.9870602663907504;1.0;0.0;0.0;1.0;0.0
919827;2.2537227155725503;0.5408226246471673;0.4206862962933549;1.0;0.0;1.0;0.0;0.0
597216;29.16850521713164;19.717117360069224;0.916186037154288;1.0;0.0;0.0;1.0;0.0
755976;2.2793008808345068;0.7636900992518767;1.4294849344182874;1.0;1.0;1.0;1.0;0.0
454134;3.1070599678155486;3.579227633021055;1.0840025615073616;1.0;0.0;0.0;0.0;0.0
711517;24.844092620267958;9.519430543137458;0.8921392743436328;1.0;0.0;0.0;0.0;0.0
373913;4.120392728285349;0.5838338267926576;3.2837703987818574;1.0;0.0;0.0;1.0;0.0
774637;37.365610948297935;1.3460813334691375;2.447469004636278;1.0;1.0;0.0;0.0;0.0
259474;8.368496908217306;0.1515471227660239;0.3230893473250443;1.0;0.0;0.0;1.0;0.0
568500;16.471537871263962;0.6125869597199417;2.7788209162036983;1.0;0.0;0.0;1.0;0.0
941141;57.90995798460381;3.1190620383969185;0.3624387804148735;1.0;0.0;0.0;1.0;0.0
386741;1.0238245996630149;0.8689473032403515;0.4843620962214899;0.0;0.0;0.0;0.0;0.0
80462;45.10050033054624;0.6288439081790553;1.4532434601334114;1.0;1.0;0.0;1.0;0.0
117469;11.78297379839274;0.0239635019391984;0.4383557879925059;1.0;1.0;1.0;1.0;0.0
107171;10.572978706533664;4.894098929486999;0.7386400337800682;1.0;1.0;0.0;1.0;0.0
856507;5.917479406591938;1.5940911284634245;0.646801915641865;1.0;1.0;0.0;0.0;0.0
108181;126.49065647019052;0.4395218260536792;1.060720630089348;1.0;1.0;1.0;1.0;0.0
564848;5.9167752339511;0.49691752982047;1.4293364153955306;1.0;1.0;0.0;1.0;0.0
433941;0.4626485193053459;5.197170226608795;0.1937920490243195;0.0;0.0;0.0;1.0;0.0
380645;13.893215501767992;0.2232335768211528;0.2013272839082014;1.0;0.0;0.0;1.0;0.0
429645;55.6737591893296;2.5096331980966244;1.005620154346795;1.0;0.0;0.0;1.0;0.0
721452;1.097875418512268;0.005503531399105;0.5576977357791391;0.0;0.0;0.0;0.0;0.0
574317;5.559407096934023;0.5231802679221426;0.145835379793337;1.0;0.0;0.0;0.0;0.0
112067;11.141691247648785;27.36687665839406;1.2220187312696211;1.0;0.0;0.0;1.0;0.0
269116;10.43576438852097;0.016206242085368;0.821614851273189;1.0;0.0;0.0;0.0;0.0
417492;12.645286155162514;6.552235017696643;3.5603599054705;1.0;1.0;0.0;1.0;0.0
103116;23.61550450983884;1.1797808998317665;0.641089072791624;1.0;0.0;0.0;0.0;0.0
872703;56.30336135139522;213.70043103468092;2.7408797632364035;1.0;0.0;0.0;1.0;1.0
4863;4.325784513328276;18.13171953465498;0.6625674041282814;1.0;1.0;0.0;1.0;0.0
131321;6.682727112392559;0.5790546536481508;2.0547897884131032;1.0;1.0;0.0;0.0;0.0
377959;10.419066729467769;0.2201712352595441;3.3347148404030107;1.0;0.0;1.0;1.0;0.0
72447;21.48201426995897;2.1266529124181037;1.198262253837953;1.0;1.0;0.0;1.0;0.0
493633;139.49086217387918;9.739928276890332;0.8075095532600375;1.0;1.0;0.0;1.0;0.0
774427;60.33137481563942;0.0969881404481689;0.596833432187086;1.0;0.0;0.0;1.0;0.0
553572;0.5725329735508791;0.2284560583742556;4.849784192592456;0.0;0.0;0.0;1.0;1.0
848031;6.795956580477796;0.1858218852463283;1.8334956138335852;1.0;1.0;0.0;1.0;0.0
158413;1.9408569393933817;0.0674676458647295;0.4285126902313709;1.0;1.0;0.0;1.0;0.0
302410;4.19290785095628;0.279203892062199;2.006989835010175;1.0;0.0;0.0;1.0;0.0
251995;28.373409072473983;0.0352402056479007;1.247600331163515;1.0;0.0;0.0;1.0;0.0
571869;19.115254235037387;0.1224808430838587;0.3180566441769532;1.0;1.0;0.0;1.0;0.0
816707;70.44570654644406;15.198076609684763;7.792640075075401;1.0;0.0;0.0;1.0;1.0
220908;35.160260403402376;0.1839610351051658;0.8940844594194735;1.0;1.0;0.0;1.0;0.0
124360;25.650836444257557;1.9604408223423064;2.356092809414172;1.0;0.0;1.0;0.0;0.0
273986;4.246558193442901;0.5993347002995001;1.6718248937080058;1.0;0.0;0.0;0.0;0.0
644774;1.9290188880046335;12.08644999738112;0.6273732763358498;1.0;0.0;0.0;1.0;0.0
820339;38.778229648616765;0.0590650975927463;0.9445709684362515;1.0;1.0;0.0;1.0;0.0
346730;57.68111143848773;2.8451766022855227;0.4893501432412117;1.0;1.0;1.0;0.0;0.0
541520;2.628765889677557;16.434697539457808;1.0411508956021551;1.0;0.0;1.0;0.0;0.0
60581;18.283956074020438;0.063806777010639;0.1537261014254654;1.0;0.0;0.0;1.0;0.0
730077;236.7946552019577;1.5448388703959837;0.9818425612458314;1.0;0.0;0.0;1.0;1.0
900117;1.1402423727292488;0.061966851076528;1.7263854422927052;0.0;0.0;0.0;1.0;0.0
553409;1.4890386958758364;0.3307978171346563;0.6325791792427814;0.0;0.0;0.0;0.0;0.0
649243;11.514049502696333;0.5123986689952031;1.2602753396617257;1.0;0.0;0.0;1.0;0.0
409123;21.2248317205518;1.0372474774547529;7.128605179403055;1.0;0.0;0.0;1.0;1.0
801418;14.03429191619431;0.0285841925737927;0.3199310752634048;1.0;1.0;0.0;1.0;0.0
805684;6.1263029416573245;0.8966892778269162;0.8298746589268927;1.0;0.0;1.0;1.0;0.0
945433;19.81687102030789;4.86456027634346;0.3750138866854077;1.0;0.0;1.0;0.0;0.0
258548;2.076477544384869;2.0721090155516446;0.8994988136135259;1.0;1.0;0.0;1.0;0.0
114736;35.28612136467701;0.7136155195989606;0.9211863753705488;1.0;1.0;1.0;0.0;0.0
836184;5.431685648188636;7.432759864324982;0.0559238088158227;1.0;0.0;0.0;1.0;0.0
19780;1.419680047618222;0.2896793239003486;0.5819145476319391;0.0;1.0;0.0;1.0;0.0
358898;2.9567692144256843;0.0183863950148759;3.4668754512764424;1.0;0.0;1.0;0.0;0.0
445584;21.72152582062734;3.3582551798133484;2.062821468873363;1.0;0.0;0.0;1.0;0.0
613492;45.3482207649672;1.0331351168255212;0.4232438408962817;1.0;1.0;0.0;1.0;0.0
369630;4.494430737791904;0.0911421467754608;0.5733635735848253;1.0;0.0;0.0;0.0;0.0
999080;9.762128760828846;0.144051535038387;0.4208254150856357;1.0;0.0;0.0;0.0;0.0
616381;1.0784669678201906;39.424228880977246;2.419886359623329;0.0;0.0;1.0;1.0;0.0
